city_name	population	average_income	area_sq_km	founded_date	mayor_name	tourist_attractions	average_temperature	time_zone	major_industries
Yanjiao	260449	81595.97	90.42	9/26/1747	Errol Aynold	park	-15.8	Asia/Shanghai	technology
Waipawa	6086055	68099.76	218.0	6/6/1771	Dyanna Comar	museum	27.6	Pacific/Auckland	tourism
Pau	4385803	62011.1	486.05	11/6/1909	Krystalle Coxhead	monument	7.1	Europe/Paris	tourism
Virden	1694177	42202.23	942.25	2/8/1797	Linn Gerg	monument	4.7	America/Winnipeg	tourism
Tiblawan	3295861	86667.96	196.99	7/9/1924	Kelby McConnell	monument	35.9	Asia/Manila	tourism
Zheshan	3809830	34446.04	488.39	10/3/1842	Dion Jeayes	museum	17.5	Asia/Chongqing	tourism
Tarrafal de São Nicolau	196674	65350.71	175.64	6/8/1883	Blondell Ranson	monument	39.6	Atlantic/Cape_Verde	tourism
Täby	5613701	89923.09	876.28	5/17/1834	Neil Balderson	museum	-4.7	Europe/Stockholm	tourism
Bonik	3611284	21735.21	891.71	12/19/1926	Teodorico Frankling	park	-1.5	Asia/Makassar	manufacturing
Las Piñas	4657465	95196.16	183.06	5/8/1960	Aggie Lacrouts	park	25.7	Asia/Manila	tourism
Jiekou	3182093	82571.52	772.7	8/2/1815	Lamond Cord	park	37.5	Asia/Chongqing	manufacturing
Yumbe	1350506	47344.68	615.85	11/20/1958	Laure Covolini	monument	-3.4	Africa/Kampala	manufacturing
Santa Cruz do Capibaribe	5478147	39170.22	132.45	12/3/1775	Dynah Trembley	park	23.9	America/Recife	manufacturing
Novomoskovsk	11832	95016.22	267.74	9/26/1759	Judye Bernardoni	park	21.4	Europe/Moscow	technology
Laiyang	4707721	45767.67	446.03	10/3/1742	Kingston Varley	museum	7.1	Asia/Shanghai	tourism
Morro do Chapéu	4706300	93704.4	260.27	3/24/1991	Myrna Todman	museum	39.0	America/Bahia	manufacturing
Al Masallamiyya	6140508	77832.93	572.45	2/9/2004	Elsinore Peres	monument	-15.4	Africa/Khartoum	manufacturing
Hrochův Týnec	5184486	44445.27	983.88	5/3/1923	Vanny Hargreaves	museum	16.0	Europe/Prague	tourism
Yola	6933636	25901.5	236.15	4/23/1936	Liza Woolens	park	-12.6	Africa/Lagos	tourism
Bafilo	7238594	35143.72	838.18	4/12/1749	Wildon Noades	museum	29.6	Africa/Lome	tourism
Talangbetutu	2237707	41445.73	954.45	2/9/1828	Biddie Lohden	monument	-9.3	Asia/Jakarta	tourism
Irupi	615024	87438.51	680.88	8/5/1848	Dyann Kave	park	13.3	America/Sao_Paulo	manufacturing
Metsemotlhaba	1842415	39607.23	390.49	7/22/1931	Nicko Gounard	museum	-17.6	Africa/Gaborone	technology
Atamanovka	4145847	40709.95	214.33	10/13/1935	Babs Faucherand	museum	-13.0	Asia/Yakutsk	technology
Kugri	6897281	38349.53	549.28	6/26/2006	Thorndike Cudd	park	-4.5	Asia/Chongqing	manufacturing
Sukamenak	4002617	37714.14	778.56	12/14/1736	Trula Cluet	park	28.6	Asia/Jakarta	tourism
Takanabe	5600864	46755.4	18.91	12/20/1780	Deny Eckh	monument	-5.1	Asia/Tokyo	manufacturing
Szczerbice	3557199	78828.1	208.13	12/19/1790	Carlotta Gagg	monument	-10.2	Europe/Warsaw	manufacturing
Mae Chan	2124879	81414.69	875.89	6/27/1771	Vivyan Gasgarth	monument	32.0	Asia/Bangkok	technology
Guoxiang	5985340	43078.14	506.45	2/10/1799	Cooper Frith	monument	3.1	Asia/Shanghai	tourism
Oslo	1045159	98506.35	221.73	8/20/1994	Ashlee Sudron	museum	29.8	Europe/Oslo	technology
Ebetsu	8416810	47196.5	200.42	9/20/1794	Darin Le Friec	monument	37.7	Asia/Tokyo	manufacturing
Houston	2610831	70192.07	993.18	6/30/1992	Juli Grishmanov	park	-7.6	America/Chicago	tourism
Mönchengladbach	2489706	45637.88	981.34	7/25/1789	Catie Roocroft	museum	33.2	Europe/Berlin	tourism
Kokkinóchoma	2758633	51605.19	166.82	12/1/1887	Gayle Eilhart	monument	25.5	Europe/Athens	technology
Vallentuna	5148102	49940.63	201.52	5/11/1896	Konstantin Darnbrough	monument	5.8	Europe/Stockholm	manufacturing
Khurriānwāla	1358237	44800.57	943.5	9/10/1805	Salome Chadderton	monument	-15.0	Asia/Karachi	manufacturing
Hexi	4836420	89077.15	849.71	3/24/1967	Albrecht Hassin	park	32.2	Asia/Chongqing	technology
Yalagüina	2984142	68805.55	829.28	1/23/1754	Calli Bollum	park	7.8	America/Managua	tourism
Tsagaan-Ovoo	479519	59310.62	223.38	5/1/1754	Tory Alsop	museum	13.8	Asia/Ulaanbaatar	manufacturing
Galižana	3556684	31475.43	209.56	2/5/1776	Auberon Sneyd	monument	18.6	Europe/Zagreb	technology
Arkalyk	7113997	27205.97	742.77	7/15/1750	Ardene Lassell	monument	-18.3	Asia/Almaty	manufacturing
Kalibuntu	6702298	78895.69	211.15	11/10/1930	Regina Edinburgh	park	4.4	Asia/Jakarta	tourism
Kadusimbar	6963863	22952.99	501.56	11/3/1799	Emmye Abelevitz	park	9.6	Asia/Jakarta	manufacturing
Independencia	8441843	67654.34	683.73	7/4/1951	Tobin Chewter	monument	-9.4	America/Mexico_City	manufacturing
Maun	4015451	78194.61	42.84	10/18/1764	Balduin Upjohn	monument	23.9	Africa/Gaborone	manufacturing
Xiakouyi	3149150	47178.65	939.7	11/8/1860	Amber Bowling	monument	38.4	Asia/Chongqing	manufacturing
Magugu	6444174	64669.14	750.49	11/25/2020	Clair Elphick	museum	-14.3	Africa/Dar_es_Salaam	tourism
Kuala Belait	1452125	21384.73	755.4	1/5/1987	Zeke Kerbler	museum	-0.9	Asia/Brunei	manufacturing
Velká Polom	2948282	84753.65	198.85	3/14/1799	Licha Connerry	monument	14.4	Europe/Prague	technology
Dalmeny	8943484	82710.08	289.51	8/13/1920	Mack Bazell	museum	37.0	America/Regina	manufacturing
Bogale	3793007	51679.75	242.63	4/17/1744	Welsh Tarn	museum	2.4	Asia/Rangoon	tourism
Diekirch	7471143	96363.65	655.45	5/15/1789	Fanchon Scrogges	museum	38.3	Europe/Luxembourg	technology
Wangshi	8604250	37856.35	165.44	10/14/1795	Chevy Lorant	monument	-15.5	Asia/Harbin	technology
Kertayuga	7015450	45154.14	788.11	11/27/1863	Rik Skeats	museum	34.7	Asia/Jakarta	technology
Guiglo	4029547	61854.89	671.71	5/5/1745	Tiffanie Gentreau	museum	12.8	Africa/Abidjan	manufacturing
Rego de Água	997963	76137.39	418.03	1/20/1949	Clemmie Headan	park	11.6	Europe/Lisbon	tourism
Barão de Cocais	9798923	96032.57	571.25	7/24/1918	Rafaelita Baudinot	park	24.1	America/Sao_Paulo	tourism
Damiao	559477	23157.27	244.47	11/10/1822	Sergeant Glawsop	museum	-10.7	Asia/Chongqing	tourism
Dārān	4048512	34236.32	513.7	2/9/1759	Kristien Twigley	museum	21.5	Asia/Tehran	manufacturing
Wola Filipowska	3919886	73602.1	715.3	8/31/2016	Michelle Geare	museum	1.3	Europe/Warsaw	tourism
Juupajoki	7503647	71426.99	749.07	11/3/1796	Mike Grute	monument	15.6	Europe/Helsinki	manufacturing
Anjihai	6343343	27896.11	706.3	5/29/1772	Meredith Petrasek	monument	15.7	Asia/Urumqi	tourism
Dawwār Tīnjah	232872	83021.18	171.33	8/5/1890	Arlina Birrel	monument	-4.9	Africa/Tunis	technology
Selasari	4781163	58029.01	942.17	8/27/1984	Mariquilla Airs	park	14.5	Asia/Jakarta	technology
Zhaowu	3132345	38693.5	573.97	4/8/1986	Haily McCluin	museum	37.4	Asia/Chongqing	tourism
Tawau	2261319	95936.26	220.77	6/30/1756	Reinald McCard	monument	-12.0	Asia/Kuching	manufacturing
Tranås	2255559	75932.33	134.51	3/1/1732	Alisun Fullerlove	park	16.4	Europe/Stockholm	technology
Kista	1298930	80868.85	814.54	4/18/1776	Harlan Jarratt	museum	7.5	Europe/Stockholm	tourism
Sanqishi	7302469	51142.45	671.33	2/19/1717	Ephraim Janauschek	monument	-0.2	Asia/Shanghai	technology
Padangbai	4352809	95313.45	558.79	6/9/1706	Colas Kreuzer	monument	0.1	Asia/Makassar	tourism
Łaziska Górne	7099320	98326.72	456.32	2/27/1754	Barbaraanne Brindley	park	16.9	Europe/Warsaw	technology
Sigaozhuang	6783772	58165.89	932.02	1/30/1794	Cassey Haugh	monument	8.3	Asia/Shanghai	technology
Antipolo	1970504	29724.73	590.6	1/22/1802	Tybie Waghorne	museum	-17.8	Asia/Manila	tourism
Waihi Beach	1783202	49800.44	794.26	10/27/1860	Wendeline Tuberfield	monument	-19.0	Pacific/Auckland	tourism
Gangtun	6185529	87613.29	580.12	8/30/1790	Anissa Van der Beek	museum	-19.2	Asia/Harbin	tourism
Dashkawka	7716732	56147.48	324.18	12/6/1978	Rafferty Lebbon	monument	1.3	Europe/Minsk	tourism
Fort Worth	2702056	64743.44	532.67	11/8/1750	Missy Issacov	museum	-2.8	America/Chicago	technology
Bāndarban	5541803	50104.1	208.06	5/1/1789	Stanfield Street	park	-17.8	Asia/Dhaka	technology
Vichadero	6600553	58846.13	422.59	1/21/1794	Pauli Pimley	museum	-10.0	America/Sao_Paulo	technology
Isoka	1484108	33971.54	241.94	9/13/1704	Ruperto Roggers	monument	37.2	Africa/Dar_es_Salaam	technology
Repelón	3217132	48677.37	604.58	8/5/1941	Lilah Corrett	park	-10.0	America/Bogota	tourism
Tournon-sur-Rhône	1045135	24021.21	268.89	11/29/1909	Agnes Ivanyutin	museum	-1.4	Europe/Paris	tourism
Kazimierz Dolny	8472198	53384.02	945.82	11/8/1887	Perry Willcox	park	7.8	Europe/Warsaw	technology
Kloangrotat	261065	56852.42	373.94	6/21/1928	Marley Tweddell	park	-17.2	Asia/Makassar	technology
Cipatujah	4335152	73397.61	36.07	1/13/1760	Shina McIlheran	park	23.5	Asia/Jakarta	technology
Manola	4567269	31843.45	336.63	5/20/1845	Rolfe Parell	park	11.1	Asia/Makassar	tourism
Khok Charoen	3303551	82856.58	814.52	4/21/1836	Etienne Tabary	park	15.7	Asia/Bangkok	tourism
Lizhuang	4437356	74454.43	812.19	2/6/1846	Darwin Lindenblatt	park	6.3	Asia/Chongqing	manufacturing
Tomilino	3020948	62971.09	775.2	5/9/1992	Levy Aikenhead	park	14.3	Europe/Moscow	tourism
Los Boquerones	2235457	70608.07	712.37	3/25/1841	Jackie Laetham	museum	-2.2	America/Panama	manufacturing
Lagodekhi	2457380	49758.04	342.12	2/13/1783	Fianna Sturton	park	-19.2	Asia/Baku	tourism
Elaiochóri	9793762	62279.54	163.47	1/22/1823	Yard Deyenhardt	park	20.2	Europe/Athens	tourism
Wuhe Chengguanzhen	3929282	77746.35	56.55	4/29/1870	Cazzie Caisley	park	-4.9	Asia/Shanghai	manufacturing
Bourg-lès-Valence	8165247	81459.25	378.74	6/4/1920	Lin Yeoman	monument	30.0	Europe/Paris	tourism
Nowa Sarzyna	7721414	34050.65	887.97	1/26/1721	Sumner Yesichev	park	31.2	Europe/Warsaw	technology
Néa Sánta	9555825	73680.37	885.49	12/4/1949	Reggy McInerney	museum	-2.5	Europe/Athens	manufacturing
Bordeaux	4401325	82077.88	464.31	5/22/1855	Nolana O'Crevan	monument	2.6	Europe/Paris	tourism
Tazouta	7005382	75466.24	394.47	10/5/2012	Natty Chisolm	park	17.5	Africa/Casablanca	tourism
Olyshivka	706919	87278.88	341.43	11/26/1842	Tandy Johncey	park	-5.3	Europe/Kiev	tourism
Belisario Dominguez	6058772	51009.53	754.56	10/22/1998	Sallyanne Punyer	park	6.3	America/Monterrey	tourism
Besuki Dua	4713945	91934.82	481.63	5/14/2014	Emeline Arkwright	park	-7.0	Asia/Jakarta	technology
Sanhe	6071897	53185.15	172.6	7/31/1837	Sherman Cluett	park	37.7	Asia/Chongqing	manufacturing
Albarraque	1623358	51055.09	173.28	7/28/1707	Mala Reisenberg	park	-15.4	Europe/Lisbon	manufacturing
Boden	9214920	84233.89	658.61	6/18/1937	Camilla Halfhide	monument	32.5	Europe/Stockholm	tourism
Lavezares	2886585	65050.55	33.48	12/4/1850	Sherry Larrosa	park	-4.6	Asia/Manila	technology
Aībak	5618387	42567.46	897.72	3/25/1774	Shell Domotor	monument	-19.1	Asia/Kabul	manufacturing
Turanj	7001031	76135.1	951.25	5/16/1914	Burch Lyford	park	37.0	Europe/Zagreb	technology
Västerås	3298983	60867.58	791.78	8/17/1844	Jermain Haisell	monument	-3.5	Europe/Stockholm	technology
Pushkinskiye Gory	6095416	30453.68	831.05	6/25/1775	Nikki Everleigh	monument	1.4	Europe/Moscow	tourism
Norrköping	1938187	57094.69	244.21	3/22/2006	Marnia Ledson	museum	1.4	Europe/Stockholm	technology
Jincheng	1408630	30598.48	717.86	4/18/1814	Charles Gracey	park	-13.6	Asia/Shanghai	tourism
El Retorno	2364044	61743.99	103.96	1/11/1846	Cheryl De Cruz	monument	33.3	America/Bogota	technology
Calape	1401322	50872.65	789.81	8/15/1979	Shirley Sandercock	monument	11.9	Asia/Manila	technology
Dailing	3242794	70087.68	399.72	8/11/1913	Lionel Woodcroft	monument	-13.1	Asia/Harbin	tourism
Xinji	7614051	20103.92	593.16	3/29/1963	Davis Crofts	museum	19.8	Asia/Shanghai	manufacturing
Wulong	6781375	35507.0	136.76	3/3/2005	Andromache L'Episcopio	monument	9.1	Asia/Chongqing	manufacturing
Pacobamba	6849363	85034.51	65.5	5/29/1782	Darcey Mattacks	museum	33.1	America/Lima	manufacturing
Canaman	912960	68385.02	634.48	3/5/1797	Rahel Matthessen	museum	13.6	Asia/Manila	technology
Solkan	3335248	89554.18	626.0	10/13/1774	Mordy Ferrero	museum	16.5	Europe/Rome	manufacturing
Oslo	1393582	43774.98	497.76	1/23/1977	Dody Hearnden	museum	31.7	Europe/Oslo	tourism
Tuanalepe	7223082	76698.61	113.36	2/17/1942	Gordie Nertney	monument	5.4	Asia/Makassar	tourism
Margorejo	3259788	57063.48	518.78	8/5/1775	Lionel Carmo	monument	-5.7	Asia/Jakarta	manufacturing
Lelystad	4826593	42199.49	556.56	9/11/1990	Rica Dally	monument	-2.9	Europe/Amsterdam	technology
Bergville	366687	48399.23	787.32	7/28/1999	Ulick Americi	museum	-7.3	Africa/Johannesburg	tourism
Zavety Il’icha	9576330	39853.86	217.67	11/29/1961	Arnaldo Dolman	museum	6.1	Asia/Vladivostok	technology
Kiboga	8018058	69973.21	744.27	8/24/1958	Ibby Watton	monument	-2.3	Africa/Kampala	technology
Gwoźnica Górna	868104	95840.37	630.63	5/28/1700	Carlo Brakespear	monument	15.4	Europe/Warsaw	tourism
Lixu	328685	79908.7	465.92	11/12/1838	Arty Vaudre	monument	12.2	Asia/Shanghai	technology
Fatualam	9881318	69988.4	363.43	1/13/1764	Catlaina Ingles	monument	34.3	Asia/Makassar	tourism
Lębork	5691062	60985.19	825.3	2/29/1760	Duky Wenzel	museum	37.9	Europe/Warsaw	technology
Kidričevo	2773935	75446.92	333.73	3/9/1983	Vic Keoghan	monument	5.5	Europe/Ljubljana	tourism
Klenica	520252	64563.06	990.61	3/21/1993	Shanie Braksper	park	15.2	Europe/Warsaw	manufacturing
Sharga	5107162	81098.18	212.22	4/26/1950	Erika Rosenblad	park	39.9	Asia/Ulaanbaatar	tourism
Dahewan	5772782	54893.35	660.6	9/10/1867	Alley Dameisele	park	20.0	Asia/Harbin	manufacturing
Losino-Petrovskiy	3596423	91325.21	819.15	8/6/1967	Galina Tomczykowski	monument	16.4	Europe/Moscow	manufacturing
Baliang	4406897	65954.02	634.77	12/5/1778	Nigel Fleg	museum	36.8	Asia/Chongqing	tourism
Coruripe	3960340	57303.08	319.74	2/1/1985	Ermengarde Geach	park	-16.9	America/Maceio	technology
Uglegorsk	8045214	62953.59	790.51	1/10/1998	Joey Craythorn	park	35.5	Asia/Magadan	tourism
Al Misrākh	6508082	37639.46	977.31	12/26/1972	Gwynne Morrowe	museum	-7.6	Asia/Aden	technology
Palaihari	6611818	20003.06	254.84	5/10/1922	Brigid Erat	park	6.5	Asia/Jakarta	technology
La Mesa	706450	94495.72	608.5	10/19/1865	Katusha Orcott	monument	4.1	America/Panama	tourism
Sikonge	1513359	99522.15	508.17	9/29/1882	Jamie Lemmen	park	-4.5	Africa/Dar_es_Salaam	technology
Hässelby	6397014	60424.43	884.27	10/26/1733	Aloysia Koba	museum	28.8	Europe/Stockholm	manufacturing
Portela	6391727	46928.44	885.14	4/27/1801	Uriel Whopples	park	17.9	Europe/Lisbon	technology
São Pedro Gafanhoeira	3797128	87863.74	992.19	10/16/1890	Archy Leason	park	1.4	Europe/Lisbon	technology
Elói Mendes	9605919	79312.65	971.75	6/10/1725	Lethia Morritt	park	0.2	America/Sao_Paulo	tourism
Talangbetutu	3881769	49598.59	594.43	6/8/1704	Anthia Webermann	monument	8.4	Asia/Jakarta	manufacturing
Spirit River	7069485	29262.97	337.85	11/23/1885	Mervin Thow	museum	-15.6	America/Edmonton	manufacturing
Ban Na San	2169959	24255.48	229.95	9/24/2016	Madonna Petera	park	37.2	Asia/Bangkok	tourism
Dahe	7383696	98448.51	102.64	3/18/1787	Reece Castletine	park	24.5	Asia/Shanghai	tourism
Jankowice	5493262	81473.2	550.37	10/28/1849	La verne Fayers	monument	15.5	Europe/Warsaw	manufacturing
Guyang	9015220	38841.25	121.39	8/13/1912	Winn Plumb	monument	38.4	Asia/Shanghai	tourism
Siwa Oasis	6985653	75589.26	480.13	9/18/1888	Roley D'Elias	monument	39.8	Africa/Cairo	manufacturing
Tsalka	2404362	86063.66	212.12	11/14/1989	Kelsy Summers	park	23.9	Asia/Tbilisi	manufacturing
Palmasola	7062679	93433.32	441.7	8/16/1769	Nerta Churchard	museum	-8.4	America/Caracas	tourism
Kobylanka	6791045	72880.04	306.97	5/1/1966	Cleveland Ginnety	museum	23.9	Europe/Warsaw	tourism
Dolod	6752755	77504.34	214.88	11/10/1828	Morrie Mollitt	park	25.5	Asia/Harbin	tourism
Roriz	6784568	31001.24	683.05	1/9/1901	Claudette Pickthall	park	22.0	Europe/Lisbon	technology
Nezhinka	3625914	58797.45	668.37	11/7/1945	Casie Salvage	park	9.7	Asia/Yekaterinburg	technology
Gul’cha	1481018	24791.56	242.08	2/20/1848	Regan Dowber	museum	22.5	Asia/Bishkek	technology
Hénin-Beaumont	9984209	85010.78	937.92	4/17/1895	Percy Hiers	monument	12.3	Europe/Paris	tourism
Hua Hin	2925012	57605.94	942.08	8/5/1862	Elwood Blanking	museum	-16.1	Asia/Bangkok	tourism
San Francisco	7571639	83274.54	702.32	7/24/1915	Hammad Beamond	museum	5.3	Asia/Manila	technology
Syców	8440953	98497.3	672.9	9/7/2017	Leopold Lintot	monument	7.9	Europe/Warsaw	manufacturing
Pandak	4365660	58012.41	423.17	3/10/1766	Rhodie Fredy	museum	-9.4	Asia/Jakarta	tourism
Norton	6662303	55191.56	430.62	4/11/1759	Max Goggin	park	11.0	Europe/London	technology
Dajing	4778253	83527.56	938.26	10/25/1933	Tiler Lydiatt	monument	10.0	Asia/Shanghai	technology
Qionghai	6544767	78374.76	398.56	3/30/2010	Herb Idney	park	17.9	Asia/Chongqing	technology
Vanadzor	3100856	25904.43	886.61	10/14/1983	Anica Yarrall	park	25.0	Asia/Yerevan	tourism
Rachanie	6718872	64472.8	303.45	3/15/1709	Filmer Schiersch	park	-1.6	Europe/Warsaw	tourism
Langensari	6181038	68045.67	875.02	7/10/1707	Dion Moyers	museum	-9.7	Asia/Jakarta	tourism
Shiyang	766362	35551.29	664.68	4/6/1852	Kerk Attew	museum	32.2	Asia/Shanghai	technology
Dmitriyevskaya	3111525	66171.3	665.25	3/26/1969	Adamo Harpham	monument	-16.9	Europe/Moscow	tourism
Horrom	6809065	92392.52	921.92	5/13/1780	Cristiano Mariaud	museum	4.2	Asia/Yerevan	technology
Bagong Pagasa	1694036	96007.34	213.94	4/21/1817	Cyril Ruscoe	monument	-17.6	Asia/Manila	manufacturing
Moyogalpa	2102887	56504.61	695.86	7/13/1975	Jemima Cust	museum	-9.7	America/Managua	technology
Alvaro Obregon	1331332	85887.52	106.83	6/24/1988	Rodolphe Leys	museum	15.5	America/Monterrey	tourism
Ridderkerk	2198312	72718.73	552.6	12/20/1973	Lorne Stronghill	park	0.7	Europe/Amsterdam	technology
Huangtang	4148095	65049.53	898.63	2/20/2000	Brander Adamiec	monument	19.0	Asia/Shanghai	manufacturing
Bizhou	8482621	77198.51	600.01	3/24/1770	Curtice Rembaud	museum	24.0	Asia/Harbin	manufacturing
Marne-la-Vallée	1260126	88321.08	537.86	8/15/1889	Lavinie Coverdill	park	-10.7	Europe/Paris	technology
Uzdin	3344896	36419.13	583.47	12/13/1831	Lind Boggas	park	20.8	Europe/Belgrade	tourism
Makata	5289361	66150.67	765.54	6/19/1777	Charla Ivanchenkov	park	33.1	Africa/Blantyre	tourism
Progreso	9114576	79456.36	690.59	1/24/1990	Natka Eagling	park	-15.6	America/Panama	technology
Nāgarpur	4025629	44434.26	861.97	5/14/1877	Allie Urquhart	park	-16.3	Asia/Dhaka	tourism
Jixing	4514432	33322.36	997.17	11/1/1952	Kristoffer Beves	museum	-4.0	Asia/Harbin	manufacturing
Papatowai	3610309	71065.44	728.97	2/26/1831	Saul Lugg	park	30.9	Pacific/Auckland	technology
Itabaianinha	3849258	77998.5	488.34	7/3/2015	Ariana Calladine	park	-7.6	America/Maceio	technology
Tongli	5918060	72743.23	711.41	4/16/1823	Ursala Linnard	park	-7.6	Asia/Shanghai	tourism
Xinwu	2934251	48194.36	938.2	12/15/2004	Jen Americi	park	33.4	Asia/Chongqing	technology
Woloara	9011724	92917.21	730.93	12/21/1776	Robinet Nesterov	monument	-2.8	Asia/Makassar	manufacturing
Rawuk	6520943	77699.73	381.71	1/4/1838	Richard Stanyer	museum	32.4	Asia/Makassar	technology
Jojoima	9649172	44160.25	301.76	6/18/1839	Conrado Lecount	park	12.8	Africa/Freetown	technology
Mabuhay	656265	55902.88	236.17	2/25/2022	Nettle Warsop	park	-7.8	Asia/Manila	tourism
Mykonos	6812904	66717.95	819.03	9/20/1907	Melodee Northleigh	museum	26.7	Europe/Athens	tourism
Watunggong	2579323	23168.43	203.05	8/19/1703	Kory Sandeland	museum	5.7	Asia/Makassar	technology
Kotauneng	4919074	57914.84	269.09	3/1/1900	Phineas Nerger	museum	27.0	Asia/Makassar	technology
Atalaia	5615735	43653.87	780.71	4/20/1731	Byram Cerman	park	12.9	Europe/Lisbon	technology
Alajuelita	9681730	60453.65	226.4	1/30/1960	Callean Jauncey	museum	3.1	America/Costa_Rica	tourism
Ardino	6293689	37937.32	57.59	1/2/1748	Hank Barge	monument	14.5	Europe/Sofia	manufacturing
Yixingfu	7169397	61608.3	974.62	11/14/1720	Afton Guidoni	museum	26.1	Asia/Shanghai	tourism
Eisen	6173570	72008.15	805.97	10/12/1703	Bonnibelle Marklund	monument	27.3	Asia/Seoul	tourism
Landerneau	5231778	42156.75	76.68	5/29/1834	Stefania Ourry	museum	-2.7	Europe/Paris	technology
Sucre	6948814	72688.22	76.55	5/7/1966	Lucille Baxstair	museum	11.3	America/La_Paz	technology
Khovd	9599050	92936.4	181.94	4/10/1836	Jammal Geater	monument	7.8	Asia/Ulaanbaatar	manufacturing
Gualeguaychú	7151609	75996.47	433.43	8/1/1727	Dodie Hetterich	museum	30.3	America/Argentina/Cordoba	tourism
Phu Khiao	7138947	32755.45	588.89	2/24/1937	Andi Orknay	monument	9.8	Asia/Bangkok	technology
Vrachnaíika	7439330	52115.31	581.45	5/14/1939	Boigie Horbart	park	3.1	Europe/Athens	manufacturing
Nanpu	3099918	20364.41	451.07	8/8/1943	Jourdain Gogay	monument	-8.6	Asia/Shanghai	technology
Januszkowice	7572870	84897.57	38.66	10/23/1812	Christi Borman	museum	1.3	Europe/Warsaw	technology
Monteros	8087657	70770.91	305.69	3/8/1880	Sydelle de Glanville	monument	17.7	America/Argentina/Tucuman	technology
Banggel	2955170	55024.09	451.84	6/9/1778	Lynde Hoyer	park	20.7	Asia/Jakarta	manufacturing
Bergen	2045145	20947.08	299.94	2/4/1956	Bayard Ramet	monument	8.4	Europe/Oslo	tourism
Xaçmaz	7075918	32829.65	828.77	8/2/1807	Denni Mingey	park	6.2	Asia/Baku	manufacturing
Luotaping	3933470	35973.19	291.91	1/23/1985	Stuart Chucks	monument	22.6	Asia/Chongqing	tourism
Novospasskoye	7108816	93970.54	625.14	12/15/1932	Hershel Sprasen	monument	-8.0	Europe/Samara	technology
Koumra	705452	63021.29	527.06	4/2/1916	Erma Clyne	monument	36.3	Africa/Ndjamena	technology
Santa Bárbara	85995	40455.75	952.92	3/1/1811	Aurelia Anderer	park	7.0	America/Caracas	tourism
Alarobia	8489329	28582.71	532.51	1/20/1916	Francisca Gaenor	museum	-17.5	Indian/Antananarivo	technology
La Rochelle	9995042	83045.38	306.35	3/30/1987	Kristyn Winders	park	25.1	Europe/Paris	technology
Tulsa	8630419	51035.35	227.83	1/25/1729	Mel Haythorn	park	-15.9	America/Chicago	manufacturing
Sifala	7386251	21837.16	632.29	1/4/1827	Abbi Cutill	monument	5.1	Asia/Makassar	technology
Urdaneta	7452070	20725.77	434.69	7/18/1944	Johnathon Duffitt	park	14.0	Asia/Manila	manufacturing
Presidencia Roque Sáenz Peña	7487451	68387.48	11.23	11/30/1845	Fanny Makiver	monument	26.3	America/Argentina/Cordoba	manufacturing
Arco de Baúlhe	9567964	43117.41	741.15	5/1/2019	Jamey Santacrole	monument	37.4	Europe/Lisbon	technology
Lelystad	9745051	32485.53	622.7	8/12/1931	Herman Bierman	museum	-8.4	Europe/Amsterdam	technology
Irapa	9230299	83315.29	988.91	12/16/1794	Krishna Guidi	park	23.1	America/Caracas	tourism
Banjar Sebual	8561856	78889.1	780.37	11/12/1714	Leonie Shrubb	park	-1.3	Asia/Makassar	manufacturing
Bentar	3604493	42253.07	569.48	10/10/1721	Barton Meigh	park	5.8	Asia/Jakarta	tourism
Barakani	7116655	61047.19	799.3	8/29/1751	Reinald Nolot	monument	-10.4	Indian/Comoro	technology
Hroznětín	6089698	97242.1	864.84	3/30/1969	Davida Longhi	park	4.5	Europe/Prague	technology
Jintun	9327502	62223.71	200.1	6/16/1809	Candi Towler	park	37.7	Asia/Shanghai	tourism
Verkhov’ye	3782525	89813.8	551.42	10/8/2008	Rolando Marsters	park	-17.2	Europe/Moscow	manufacturing
Gorzyczki	2391405	85783.34	616.41	4/5/1851	Trude Yakobovicz	monument	32.5	Europe/Prague	manufacturing
Huyunxiang	3460627	24143.73	605.61	7/10/1898	Mikol Brevetor	monument	-19.6	Asia/Shanghai	manufacturing
Somovo	2261451	45767.52	885.23	8/3/1807	Ward Byne	museum	-3.9	Europe/Moscow	manufacturing
Winter Haven	1208405	30577.16	421.35	5/18/1760	Janet Sangar	museum	15.8	America/New_York	technology
Xinxian	2401819	32657.51	517.17	7/19/1731	Noemi Pabel	park	-10.4	Asia/Shanghai	manufacturing
Danané	2727140	43513.08	284.64	3/20/1743	Barbara Shillitto	park	30.2	Africa/Abidjan	technology
Albertville	6972082	38953.76	643.72	3/14/1915	Harris Tuddall	park	10.2	Europe/Paris	technology
Hefu	1877558	46078.73	71.01	7/7/1713	Veda Huey	monument	15.1	Asia/Shanghai	manufacturing
Ouyang	5501674	78664.03	981.07	2/13/1719	Fay Brierton	park	-4.9	Asia/Chongqing	tourism
Chunxi	6942835	94565.16	944.67	5/8/1885	Auroora Parmby	monument	18.8	Asia/Shanghai	technology
Rokytne	7836481	27303.1	545.11	11/5/2000	Carmelina Brognot	monument	-5.5	Europe/Kiev	tourism
Piasek	4373050	78954.62	237.76	10/17/1773	Janene Pree	museum	11.7	Europe/Warsaw	manufacturing
